,Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
10761,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Cuadernos de Economía y Dirección de la Empresa,1138-5758,11385758,15789,Changed Name,Continued as BRQ Business Research Quarterly
10762,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,The Electricity Journal,1040-6190,10406190,07632,Active,
10764,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Engineering Management International,0167-5419,01675419,05392,Changed Name,Continued as Journal of Engineering and Technology Management
10765,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,European Journal of Management and Business Economics ,2444-8451,24448451,15977,Transferred,Formerly known as Revista Europea de Dirección y Economía de la Empresa; Transferred back to the society as of 2017
10766,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,European Journal of Purchasing & Supply Management,0969-7012,09697012,03028,Changed Name,Continued as Journal of Purchasing and Supply Management
10767,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,European Research on Management and Business Economics,2444-8834,24448834,15976,Active,Formerly  known as Investigaciones Europeas de Dirección y Economía de la Empresa
10768,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Expert Systems with Applications,0957-4174,09574174,00939,Active,
10769,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,IIMB Management Review,0970-3896,09703896,12768,Active,
10770,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Information Economics and Policy,0167-6245,01676245,05375,Active,
10771,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Information and Organization,1471-7727,14717727,00964,Active,"Formerly known as Accounting, Management and Information Technologies"
10772,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Information Systems,0306-4379,03064379,00236,Active,
10775,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Innovation and Green Development,2949-7531,29497531,31514,Active,
10776,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,International Journal of Innovation Studies,2096-2487,20962487,18405,Active,
10777,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,International Journal of Project Management,0263-7863,02637863,03047,Active,
10778,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Internet of Things,2542-6605,25426605,18410,Active,
10779,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Invention Disclosure,2772-4441,27724441,31249,Active,
10780,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Investigaciones Europeas de Dirección y Economía de la Empresa,1135-2523,11352523,15976,Changed Name,Continued as European Research on Management and Business Economics
10781,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Journal of Building Engineering,2352-7102,23527102,18106,Active,
10782,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Journal of Business Venturing,0883-9026,08839026,07688,Active,
10783,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Journal of Business Venturing Insights,2352-6734,23526734,18760,Active,
10784,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Journal of Engineering and Technology Management,0923-4748,09234748,05392,Active,Formerly known as Engineering Management International
10785,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Journal of Family Business Strategy,1877-8585,18778585,05629,Active,
10786,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,The Journal of High Technology Management Research,1047-8310,10478310,07423,Active,
10787,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Journal of Innovation & Knowledge,2444-569X,2444569X,16414,Active,
10788,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,"Journal of Open Innovation: Technology, Market, and Complexity",2199-8531,21998531,31515,Active,
10789,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Journal of Strategy & Innovation,3050-7901,30507901,07423,Active,
10790,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Perioperative Care and Operating Room Management,2405-6030,24056030,18801,Active,
10791,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,RAI Revista de Administração e Inovação,1809-2039,18092039,11503,Transferred,Transferred back to the society as of 2018
10792,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Research Policy,0048-7333,00487333,05415,Active,
10793,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Revista Europea de Dirección y Economía de la Empresa,1019-6838,10196838,15977,Changed Name,Continued as European Journal of Management and Business Economics
10794,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,"She Ji: The Journal of Design, Economics, and Innovation",2405-8726,24058726,18225,Active,
10795,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Technological Forecasting and Social Change,0040-1625,00401625,07771,Active,Formerly known as Technological Forecasting
10796,Social Sciences and Humanities,"Business, Management and Accounting",Management of Technology and Innovation,Technovation,0166-4972,01664972,02109,Active,
10798,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Annals of Tourism Research Empirical Insights,2666-9579,26669579,31042,Active,
10799,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Arab Economic and Business Journal,2214-4625,22144625,17023,Transferred,Transferred back to the society as of 2019
10800,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Asia-Australia Marketing Journal,1320-1646,13201646,04120,Changed Name,Continued as Australasian Marketing Journal (AMJ)
10801,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Australasian Marketing Journal (AMJ),1441-3582,14413582,04120,Transferred,Transferred back to TBC Sage as of 2021
10802,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,BRQ Business Research Quarterly,2340-9436,23409436,15789,Transferred,Transferred to SAGE as of 2020
10803,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Business Horizons,0007-6813,00076813,07402,Active,
10804,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Cuadernos de Economía y Dirección de la Empresa,1138-5758,11385758,15789,Changed Name,Continued as BRQ Business Research Quarterly
10806,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,European Journal of Management and Business Economics ,2444-8451,24448451,15977,Transferred,Formerly known as Revista Europea de Dirección y Economía de la Empresa; Transferred back to the society as of 2017
10807,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,European Management Journal,0263-2373,02632373,00115,Active,
10809,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Innovation and Green Development,2949-7531,29497531,31514,Active,
10811,Social Sciences and Humanities,"Business, Management and Accounting",Marketing,Journal of Business Research,0148-2963,01482963,07687,Active,
